city_name,city_ascii,lat,lng,country_name,country_code,iso3,admin_name,capital,population,id,continent
San Miguel de Tucumán,San Miguel de Tucuman,-26.8167,-65.2167,Argentina,AR,ARG,Tucumán,admin,605767.0,1032233996,South America
Pereira,Pereira,4.8143,-75.6946,Colombia,CO,COL,Risaralda,admin,590554.0,1170386718,South America
Jaboatão dos Guararapes,Jaboatao dos Guararapes,-8.1128,-35.015,Brazil,BR,BRA,Pernambuco,minor,581556.0,1076003460,South America
Bello,Bello,6.3333,-75.5667,Colombia,CO,COL,Antioquia,minor,561955.0,1170423489,South America
Ibagué,Ibague,4.4333,-75.2333,Colombia,CO,COL,Tolima,admin,546003.0,1170245063,South America
Valledupar,Valledupar,10.4833,-73.25,Colombia,CO,COL,Cesar,admin,544134.0,1170481949,South America
Juiz de Fora,Juiz de Fora,-21.7642,-43.3503,Brazil,BR,BRA,Minas Gerais,minor,540756.0,1076006144,South America
São José dos Campos,Sao Jose dos Campos,-23.1789,-45.8869,Brazil,BR,BRA,São Paulo,minor,539313.0,1076783887,South America
Contagem,Contagem,-19.9319,-44.0539,Brazil,BR,BRA,Minas Gerais,minor,538017.0,1076845191,South America
Salta,Salta,-24.7833,-65.4167,Argentina,AR,ARG,Salta,admin,535303.0,1032926124,South America
Soacha,Soacha,4.5872,-74.2214,Colombia,CO,COL,Cundinamarca,minor,522442.0,1170512000,South America
Santa Marta,Santa Marta,11.2419,-74.2053,Colombia,CO,COL,Magdalena,admin,515556.0,1170715594,South America
Macapá,Macapa,0.033,-51.05,Brazil,BR,BRA,Amapá,admin,512902.0,1076189884,South America
Campos,Campos,-21.7523,-41.3304,Brazil,BR,BRA,Rio de Janeiro,minor,511168.0,1076606365,South America
Ribeirão Prêto,Ribeirao Preto,-21.1776,-47.8101,Brazil,BR,BRA,São Paulo,minor,504923.0,1076524478,South America
Uberlândia,Uberlandia,-18.9189,-48.2769,Brazil,BR,BRA,Minas Gerais,minor,501214.0,1076495001,South America
Niterói,Niteroi,-22.8833,-43.1036,Brazil,BR,BRA,Rio de Janeiro,minor,496696.0,1076501425,South America
Cuiabá,Cuiaba,-15.5958,-56.0969,Brazil,BR,BRA,Mato Grosso,admin,483346.0,1076112309,South America
Feira de Santana,Feira de Santana,-12.2669,-38.9669,Brazil,BR,BRA,Bahia,minor,480949.0,1076892244,South America
Ananindeua,Ananindeua,-1.3658,-48.3719,Brazil,BR,BRA,Pará,minor,478778.0,1076025295,South America
Vila Velha,Vila Velha,-20.3364,-40.2936,Brazil,BR,BRA,Espírito Santo,minor,472762.0,1076404077,South America
San Juan,San Juan,-31.5342,-68.5261,Argentina,AR,ARG,San Juan,admin,471389.0,1032869625,South America
Lanús,Lanus,-34.7,-58.4,Argentina,AR,ARG,Buenos Aires,minor,459263.0,1032009573,South America
Manizales,Manizales,5.0675,-75.51,Colombia,CO,COL,Caldas,admin,454494.0,1170930654,South America
Mogi das Cruzes,Mogi das Cruzes,-23.5228,-46.1931,Brazil,BR,BRA,São Paulo,minor,450785.0,1076857883,South America
Londrina,Londrina,-23.31,-51.1628,Brazil,BR,BRA,Paraná,minor,447065.0,1076723241,South America
Joinvile,Joinvile,-26.3039,-48.8458,Brazil,BR,BRA,Santa Catarina,minor,429604.0,1076050637,South America
Buenaventura,Buenaventura,3.8772,-77.0267,Colombia,CO,COL,Valle del Cauca,minor,423927.0,1170287988,South America
Piracicaba,Piracicaba,-22.7252,-47.6493,Brazil,BR,BRA,São Paulo,minor,423323.0,1076166252,South America
Campina Grande,Campina Grande,-7.2306,-35.8811,Brazil,BR,BRA,Paraíba,minor,419379.0,1076218697,South America
Santos,Santos,-23.9608,-46.3339,Brazil,BR,BRA,São Paulo,minor,418608.0,1076033299,South America
Mauá,Maua,-23.6678,-46.4608,Brazil,BR,BRA,São Paulo,minor,418261.0,1076477498,South America
Boa Vista,Boa Vista,2.82,-60.6719,Brazil,BR,BRA,Roraima,admin,413486.0,1076621300,South America
Pasto,Pasto,1.2078,-77.2772,Colombia,CO,COL,Nariño,admin,410835.0,1170320545,South America
Maringá,Maringa,-23.425,-51.9389,Brazil,BR,BRA,Paraná,minor,409657.0,1076013378,South America
Santa Fe,Santa Fe,-31.6333,-60.7,Argentina,AR,ARG,Santa Fe,admin,405683.0,1032817575,South America
Jundiaí,Jundiai,-23.1864,-46.8842,Brazil,BR,BRA,São Paulo,minor,401896.0,1076998392,South America
Montería,Monteria,8.75,-75.8833,Colombia,CO,COL,Córdoba,admin,400000.0,1170855299,South America
Diadema,Diadema,-23.6858,-46.6228,Brazil,BR,BRA,São Paulo,minor,393237.0,1076867279,South America
Neiva,Neiva,2.9345,-75.2809,Colombia,CO,COL,Huila,admin,380019.0,1170159963,South America
Itaquaquecetuba,Itaquaquecetuba,-23.4864,-46.3486,Brazil,BR,BRA,São Paulo,minor,375011.0,1076942224,South America
Bauru,Bauru,-22.3147,-49.0606,Brazil,BR,BRA,São Paulo,minor,366992.0,1076905338,South America
Rio Branco,Rio Branco,-9.9781,-67.8117,Brazil,BR,BRA,Acre,admin,364756.0,1076391263,South America
Blumenau,Blumenau,-26.9189,-49.0658,Brazil,BR,BRA,Santa Catarina,minor,361261.0,1076618665,South America
Caxias do Sul,Caxias do Sul,-29.1678,-51.1789,Brazil,BR,BRA,Rio Grande do Sul,minor,360419.0,1076809957,South America
Palmira,Palmira,3.5833,-76.25,Colombia,CO,COL,Valle del Cauca,minor,358895.0,1170969619,South America
São José do Rio Prêto,Sao Jose do Rio Preto,-20.82,-49.3789,Brazil,BR,BRA,São Paulo,minor,358523.0,1076760827,South America
Caucaia,Caucaia,-3.7328,-38.6558,Brazil,BR,BRA,Ceará,minor,355679.0,1076870058,South America
Corrientes,Corrientes,-27.4833,-58.8167,Argentina,AR,ARG,Corrientes,admin,352646.0,1032173097,South America
Olinda,Olinda,-8.0089,-34.855,Brazil,BR,BRA,Pernambuco,minor,349976.0,1076784718,South America
Praia Grande,Praia Grande,-24.0058,-46.4028,Brazil,BR,BRA,São Paulo,minor,349935.0,1076548222,South America
Cascavel,Cascavel,-24.9558,-53.4553,Brazil,BR,BRA,Paraná,minor,348051.0,1076509946,South America
Canoas,Canoas,-29.92,-51.18,Brazil,BR,BRA,Rio Grande do Sul,minor,347657.0,1076009922,South America
Carapicuíba,Carapicuiba,-23.5228,-46.8358,Brazil,BR,BRA,São Paulo,minor,344596.0,1076874103,South America
Florianópolis,Florianopolis,-27.5933,-48.553,Brazil,BR,BRA,Santa Catarina,admin,342315.0,1076190259,South America
Paulista,Paulista,-7.9408,-34.8728,Brazil,BR,BRA,Pernambuco,minor,342167.0,1076183876,South America
Vitória da Conquista,Vitoria da Conquista,-14.8661,-40.8394,Brazil,BR,BRA,Bahia,minor,341128.0,1076812020,South America
Porto Velho,Porto Velho,-8.7619,-63.9039,Brazil,BR,BRA,Rondônia,admin,334661.0,1076045591,South America
Santarém,Santarem,-2.4431,-54.7083,Brazil,BR,BRA,Pará,,331937.0,1076256494,South America
Ribeirão das Neves,Ribeirao das Neves,-19.7669,-44.0869,Brazil,BR,BRA,Minas Gerais,minor,329794.0,1076482220,South America
Cariacica,Cariacica,-20.2639,-40.42,Brazil,BR,BRA,Espírito Santo,minor,324285.0,1076479479,South America
Pelotas,Pelotas,-31.7719,-52.3428,Brazil,BR,BRA,Rio Grande do Sul,minor,323158.0,1076815692,South America
Vitória,Vitoria,-20.3106,-40.2972,Brazil,BR,BRA,Espírito Santo,admin,322869.0,1076376829,South America
San Salvador de Jujuy,San Salvador de Jujuy,-24.1833,-65.3,Argentina,AR,ARG,Jujuy,admin,321789.0,1032815808,South America
Serra,Serra,-20.1289,-40.3078,Brazil,BR,BRA,Espírito Santo,minor,321181.0,1076191325,South America
Taubaté,Taubate,-23.0333,-45.55,Brazil,BR,BRA,São Paulo,minor,317915.0,1076146252,South America
Fontibón,Fontibon,4.6786,-74.1411,Colombia,CO,COL,Bogotá,,317179.0,1170780941,South America
Barueri,Barueri,-23.5111,-46.8764,Brazil,BR,BRA,São Paulo,minor,316473.0,1076211114,South America
Usme,Usme,4.4464,-74.1522,Colombia,CO,COL,Bogotá,,314431.0,1170556074,South America
Guarujá,Guaruja,-23.9936,-46.2564,Brazil,BR,BRA,São Paulo,minor,311230.0,1076832747,South America
Montes Claros,Montes Claros,-16.7322,-43.8636,Brazil,BR,BRA,Minas Gerais,minor,306947.0,1076113275,South America
Betim,Betim,-19.9678,-44.1978,Brazil,BR,BRA,Minas Gerais,minor,306675.0,1076953384,South America
São Vicente,Sao Vicente,-23.9664,-46.3861,Brazil,BR,BRA,São Paulo,minor,303551.0,1076857089,South America
Palmas,Palmas,-10.1886,-48.3336,Brazil,BR,BRA,Tocantins,admin,302692.0,1076052802,South America
Bahía Blanca,Bahia Blanca,-38.7167,-62.2667,Argentina,AR,ARG,Buenos Aires,minor,301572.0,1032795766,South America
Armenia,Armenia,4.53,-75.68,Colombia,CO,COL,Quindío,admin,301226.0,1170398459,South America
Popayán,Popayan,2.4542,-76.6092,Colombia,CO,COL,Cauca,admin,300837.0,1170764265,South America
Várzea Grande,Varzea Grande,-15.6469,-56.1328,Brazil,BR,BRA,Mato Grosso,minor,300078.0,1076359879,South America
Barrancabermeja,Barrancabermeja,7.0667,-73.85,Colombia,CO,COL,Santander,minor,300000.0,1170362340,South America
Resistencia,Resistencia,-27.4514,-58.9867,Argentina,AR,ARG,Chaco,admin,298611.0,1032720891,South America
Floridablanca,Floridablanca,7.2167,-73.0667,Colombia,CO,COL,Santander,minor,295724.0,1170331200,South America
Neuquén,Neuquen,-38.9525,-68.0642,Argentina,AR,ARG,Neuquén,admin,288896.0,1032525768,South America
Anápolis,Anapolis,-16.3269,-48.9528,Brazil,BR,BRA,Goiás,minor,288085.0,1076208869,South America
Franca,Franca,-20.5389,-47.4008,Brazil,BR,BRA,São Paulo,minor,287737.0,1076740256,South America
Sincelejo,Sincelejo,9.295,-75.3961,Colombia,CO,COL,Sucre,admin,286716.0,1170364198,South America
Juazeiro do Norte,Juazeiro do Norte,-7.2128,-39.315,Brazil,BR,BRA,Ceará,minor,286120.0,1076912078,South America
Foz do Iguaçu,Foz do Iguacu,-25.54,-54.5875,Brazil,BR,BRA,Paraná,minor,285415.0,1076025805,South America
Petrópolis,Petropolis,-22.505,-43.1789,Brazil,BR,BRA,Rio de Janeiro,minor,278881.0,1076352504,South America
Itagüí,Itagui,6.1667,-75.6167,Colombia,CO,COL,Antioquia,minor,276744.0,1170708072,South America
Posadas,Posadas,-27.3667,-55.9,Argentina,AR,ARG,Misiones,admin,275988.0,1032970696,South America
Ponta Grossa,Ponta Grossa,-25.095,-50.1619,Brazil,BR,BRA,Paraná,minor,273616.0,1076716439,South America
Taboão da Serra,Taboao da Serra,-23.6019,-46.7528,Brazil,BR,BRA,São Paulo,minor,273542.0,1076000585,South America
Imperatriz,Imperatriz,-5.5258,-47.4758,Brazil,BR,BRA,Maranhão,minor,273110.0,1076486025,South America
Paraná,Parana,-31.7331,-60.5297,Argentina,AR,ARG,Entre Ríos,admin,268889.0,1032266693,South America
Sumaré,Sumare,-22.8219,-47.2669,Brazil,BR,BRA,São Paulo,minor,265955.0,1076684312,South America
Mossoró,Mossoro,-5.1878,-37.3439,Brazil,BR,BRA,Rio Grande do Norte,minor,264577.0,1076461194,South America
Itajaí,Itajai,-26.9078,-48.6619,Brazil,BR,BRA,Santa Catarina,minor,264054.0,1076348188,South America
Quilmes,Quilmes,-34.7167,-58.2667,Argentina,AR,ARG,Buenos Aires,minor,262379.0,1032880202,South America
Indaiatuba,Indaiatuba,-23.0903,-47.2181,Brazil,BR,BRA,São Paulo,minor,256223.0,1076347789,South America
São Carlos,Sao Carlos,-22.0178,-47.8908,Brazil,BR,BRA,São Paulo,minor,254484.0,1076673445,South America
Caruaru,Caruaru,-8.2828,-35.9758,Brazil,BR,BRA,Pernambuco,minor,253634.0,1076397475,South America
Parnamirim,Parnamirim,-5.9158,-35.2628,Brazil,BR,BRA,Rio Grande do Norte,minor,252716.0,1076600360,South America
Uberaba,Uberaba,-19.7478,-47.9319,Brazil,BR,BRA,Minas Gerais,minor,252051.0,1076230331,South America
Limeira,Limeira,-22.5647,-47.4017,Brazil,BR,BRA,São Paulo,minor,249046.0,1076508566,South America
Governador Valadares,Governador Valadares,-18.8508,-41.9489,Brazil,BR,BRA,Minas Gerais,minor,247131.0,1076271003,South America
Macaé,Macae,-22.3708,-41.7869,Brazil,BR,BRA,Rio de Janeiro,minor,246391.0,1076074287,South America
São José de Ribamar,Sao Jose de Ribamar,-2.5619,-44.0539,Brazil,BR,BRA,Maranhão,minor,244579.0,1076976057,South America
Merlo,Merlo,-34.6653,-58.7275,Argentina,AR,ARG,Buenos Aires,minor,244168.0,1032232613,South America
Santa Maria,Santa Maria,-29.6839,-53.8069,Brazil,BR,BRA,Rio Grande do Sul,minor,243611.0,1076178738,South America
Araraquara,Araraquara,-21.7939,-48.1758,Brazil,BR,BRA,São Paulo,minor,242228.0,1076251019,South America
Volta Redonda,Volta Redonda,-22.5231,-44.1042,Brazil,BR,BRA,Rio de Janeiro,minor,242063.0,1076343513,South America
Americana,Americana,-22.7392,-47.3314,Brazil,BR,BRA,São Paulo,minor,242018.0,1076922153,South America
Sete Lagoas,Sete Lagoas,-19.4658,-44.2469,Brazil,BR,BRA,Minas Gerais,minor,241835.0,1076863850,South America
Marília,Marilia,-22.2139,-49.9458,Brazil,BR,BRA,São Paulo,minor,240590.0,1076042151,South America
Jacareí,Jacarei,-23.305,-45.9658,Brazil,BR,BRA,São Paulo,minor,240275.0,1076592769,South America
González Catán,Gonzalez Catan,-34.7667,-58.6167,Argentina,AR,ARG,Buenos Aires,,238067.0,1032883563,South America
Arapiraca,Arapiraca,-9.7525,-36.6611,Brazil,BR,BRA,Alagoas,minor,234696.0,1076615737,South America
Maracanaú,Maracanau,-3.8769,-38.6258,Brazil,BR,BRA,Ceará,minor,234509.0,1076848743,South America
Formosa,Formosa,-26.1833,-58.1833,Argentina,AR,ARG,Formosa,admin,234000.0,1032802536,South America
Gravataí,Gravatai,-29.9433,-50.9939,Brazil,BR,BRA,Rio Grande do Sul,minor,232629.0,1076919841,South America
Divinópolis,Divinopolis,-20.1389,-44.8839,Brazil,BR,BRA,Minas Gerais,minor,231091.0,1076716552,South America
Envigado,Envigado,6.1667,-75.5667,Colombia,CO,COL,Antioquia,minor,228848.0,1170785909,South America
Suzano,Suzano,-23.5428,-46.3108,Brazil,BR,BRA,São Paulo,minor,228690.0,1076830201,South America
Magé,Mage,-22.6528,-43.0408,Brazil,BR,BRA,Rio de Janeiro,minor,228127.0,1076385139,South America
Ipatinga,Ipatinga,-19.4678,-42.5369,Brazil,BR,BRA,Minas Gerais,minor,227731.0,1076484921,South America
Rio Verde,Rio Verde,-17.7978,-50.9278,Brazil,BR,BRA,Goiás,minor,225696.0,1076844683,South America
Presidente Prudente,Presidente Prudente,-22.1258,-51.3889,Brazil,BR,BRA,São Paulo,minor,225668.0,1076239965,South America
Itaboraí,Itaborai,-22.7475,-42.8558,Brazil,BR,BRA,Rio de Janeiro,minor,224267.0,1076964860,South America
Viamão,Viamao,-30.0808,-51.0228,Brazil,BR,BRA,Rio Grande do Sul,minor,224112.0,1076314777,South America
Chapecó,Chapeco,-27.0958,-52.6178,Brazil,BR,BRA,Santa Catarina,minor,224013.0,1076258255,South America
Banfield,Banfield,-34.75,-58.3833,Argentina,AR,ARG,Buenos Aires,,223898.0,1032997685,South America
Itapevi,Itapevi,-23.5489,-46.9342,Brazil,BR,BRA,São Paulo,minor,223404.0,1076008789,South America
Santa Luzia,Santa Luzia,-19.7697,-43.8514,Brazil,BR,BRA,Minas Gerais,minor,220444.0,1076123204,South America
Tuluá,Tulua,4.0833,-76.2,Colombia,CO,COL,Valle del Cauca,minor,219138.0,1170721938,South America
Petrolina,Petrolina,-9.3928,-40.5078,Brazil,BR,BRA,Pernambuco,minor,218538.0,1076843988,South America
José C. Paz,Jose C. Paz,-34.5167,-58.7667,Argentina,AR,ARG,Buenos Aires,minor,216637.0,1032741145,South America
Hortolândia,Hortolandia,-22.8583,-47.22,Brazil,BR,BRA,São Paulo,minor,215819.0,1076591779,South America
San Rafael,San Rafael,-34.6,-68.3333,Argentina,AR,ARG,Mendoza,minor,215020.0,1032221516,South America
Tumaco,Tumaco,1.8067,-78.7647,Colombia,CO,COL,Nariño,minor,212692.0,1170504978,South America
Criciúma,Criciuma,-28.6775,-49.3697,Brazil,BR,BRA,Santa Catarina,minor,211369.0,1076000206,South America
Sobral,Sobral,-3.6861,-40.3497,Brazil,BR,BRA,Ceará,minor,210711.0,1076577102,South America
Santo Agostinho,Santo Agostinho,-8.29,-35.03,Brazil,BR,BRA,Pernambuco,,208944.0,1076363089,South America
São José dos Pinhais,Sao Jose dos Pinhais,-25.535,-49.2058,Brazil,BR,BRA,Paraná,minor,204316.0,1076174955,South America
Rio Claro,Rio Claro,-22.4108,-47.5608,Brazil,BR,BRA,São Paulo,minor,201418.0,1076411428,South America
Comodoro Rivadavia,Comodoro Rivadavia,-45.8647,-67.4808,Argentina,AR,ARG,Chubut,minor,201228.0,1032042035,South America
Araçatuba,Aracatuba,-21.2089,-50.4328,Brazil,BR,BRA,São Paulo,minor,200124.0,1076630308,South America
Río Cuarto,Rio Cuarto,-33.1333,-64.35,Argentina,AR,ARG,Córdoba,minor,200000.0,1032552145,South America
Concordia,Concordia,-31.4,-58.0333,Argentina,AR,ARG,Entre Ríos,minor,199634.0,1032923957,South America
Uripa,Uripa,11.9167,-72.0,Colombia,CO,COL,La Guajira,,198890.0,1170417561,South America
San Lorenzo,San Lorenzo,-32.75,-60.7333,Argentina,AR,ARG,Santa Fe,,196568.0,1032944740,South America
Zipaquirá,Zipaquira,5.0333,-74.0,Colombia,CO,COL,Cundinamarca,minor,196409.0,1170798590,South America
São Leopoldo,Sao Leopoldo,-29.76,-51.1469,Brazil,BR,BRA,Rio Grande do Sul,minor,193547.0,1076834293,South America
Nossa Senhora do Socorro,Nossa Senhora do Socorro,-10.855,-37.1258,Brazil,BR,BRA,Sergipe,minor,192330.0,1076881156,South America
Rio Grande,Rio Grande,-32.035,-52.0989,Brazil,BR,BRA,Rio Grande do Sul,minor,191900.0,1076567920,South America
Florencia,Florencia,1.6139,-75.6128,Colombia,CO,COL,Caquetá,admin,191867.0,1170606634,South America
Godoy Cruz,Godoy Cruz,-32.9167,-68.8333,Argentina,AR,ARG,Mendoza,minor,191299.0,1032263200,South America
Isidro Casanova,Isidro Casanova,-34.7,-58.5833,Argentina,AR,ARG,Buenos Aires,,190696.0,1032715964,South America
Las Heras,Las Heras,-32.85,-68.8167,Argentina,AR,ARG,Mendoza,minor,189067.0,1032781204,South America
Itabuna,Itabuna,-14.7858,-39.28,Brazil,BR,BRA,Bahia,minor,186708.0,1076003792,South America
Ferraz de Vasconcelos,Ferraz de Vasconcelos,-23.5411,-46.3689,Brazil,BR,BRA,São Paulo,minor,184700.0,1076173995,South America
Melbourne,Melbourne,-37.8142,144.9631,Australia,AU,AUS,Victoria,admin,5031195.0,1036533631,Oceania
Sydney,Sydney,-33.8667,151.2,Australia,AU,AUS,New South Wales,admin,4840600.0,1036074917,Oceania
Brisbane,Brisbane,-27.4678,153.0281,Australia,AU,AUS,Queensland,admin,2706966.0,1036192929,Oceania
Perth,Perth,-31.9558,115.8597,Australia,AU,AUS,Western Australia,admin,2141834.0,1036178956,Oceania
Adelaide,Adelaide,-34.9275,138.6,Australia,AU,AUS,South Australia,admin,1387290.0,1036538171,Oceania
Gold Coast,Gold Coast,-28.0167,153.4,Australia,AU,AUS,Queensland,,607665.0,1036153217,Oceania
Cranbourne,Cranbourne,-38.0996,145.2834,Australia,AU,AUS,Victoria,,460491.0,1036685862,Oceania
Canberra,Canberra,-35.2931,149.1269,Australia,AU,AUS,Australian Capital Territory,primary,381488.0,1036142029,Oceania
Central Coast,Central Coast,-33.3,151.2,Australia,AU,AUS,New South Wales,,346596.0,1036067845,Oceania
Wollongong,Wollongong,-34.4331,150.8831,Australia,AU,AUS,New South Wales,,261896.0,1036502269,Oceania
Ipswich,Ipswich,-27.6144,152.7608,Australia,AU,AUS,Queensland,,232930.0,1036244388,Oceania
Hobart,Hobart,-42.8806,147.325,Australia,AU,AUS,Tasmania,admin,197451.0,1036679838,Oceania
Geelong,Geelong,-38.15,144.35,Australia,AU,AUS,Victoria,,180239.0,1036870987,Oceania
Townsville,Townsville,-19.25,146.8167,Australia,AU,AUS,Queensland,,173724.0,1036500020,Oceania
Newcastle,Newcastle,-32.9306,151.7542,Australia,AU,AUS,New South Wales,,152984.0,1036468001,Oceania
Cairns,Cairns,-16.92,145.78,Australia,AU,AUS,Queensland,,146778.0,1036016939,Oceania
Darwin,Darwin,-12.4381,130.8411,Australia,AU,AUS,Northern Territory,admin,139902.0,1036497565,Oceania
Ballarat,Ballarat,-37.5608,143.8475,Australia,AU,AUS,Victoria,,116201.0,1036567186,Oceania
Toowoomba,Toowoomba,-27.5667,151.95,Australia,AU,AUS,Queensland,,108398.0,1036765315,Oceania
Bendigo,Bendigo,-36.75,144.2667,Australia,AU,AUS,Victoria,,103034.0,1036537913,Oceania
